WORD,ANG. SPEL.,MEANING,KIND,FOREBEAR,FROM,NOTES,TAGS
fiveleaf,fifeleaf,᛫ a Potentilla plant ( a cinquefoil ) ᛫,N,five-leaf,NE,[OED],
fiveling,fifeling,᛫ a quintuplet ᛫,N,five+ling,NE+NE,,
fivelish,fifelisc,᛫ monstrous ᛫,AJ,fifel+ish,ME+NE,,
fivepenny,fifepennig,᛫ a nickel [ᚹ] ᛭ worth five cents ᛫ worth five pence ᛫,N᛭AJ,~,NE,,
fivesome,fifesum,᛫ a quintet ᛫ a pentad ᛫,N,~,NE,[OED],
fizz,fis,᛫ soda ᛫ pop ᛫ coke ᛫,N,~,NE,,
flask,,᛫ a flask ᛫ a bottle ᛫,N,flaxe,OE‹I?,or: flax,
flat,,᛫ an apartment ᛫,N,~,NE,,
flatware,flatƿare,᛫ eating utensils such as knives forks and spoons ᛫ cutlery ᛫,N,~,NE,,
flawed,flaƿed,᛫ imperfect ᛫,AJ,~,NE‹N,,
flawless,flaƿless,᛫ perfect ᛫,AJ,~,NE‹(N+E),,
flaxen,,᛫ made of flax ᛫ of the pale yellow colour of dressed flax ᛫,AJ,~,NE,,
flaxenheered,,᛫ blond ᛫ blonde ᛫,AJ,flaxenhaired,NE,,
flay,flag,᛫ to skin ᛫,V,~,NE,,
fleabane,,᛫ an Erigeron plant ᛫,N,~,NE,,
fleard,,᛫ falsehood ᛫ deceit ᛫,N,flērd[gefleard],ME,,
flearder,,᛫ a deceiver ᛫ a trickster ᛫,N,fleardere,OE,,
fledge,fledg,᛫ to care for a young bird until it can fly ᛫ to grow feathers ᛫,V,~,NE,,
fledgling,fledgling,᛫ an immature or inexperienced person or thing ᛭ nascent ᛫ emerging ᛫,N᛭AJ,~,NE,,
flee,,᛫ to run away ᛫ to escape ᛫,V,~,NE,PST: fled PTCP: fled,
fleed,,᛫ to flow ᛫,V,flēden,ME,kin: flood,
fleek,,᛫ a frame interwoven with bars and wattles ᛫ a hurdle ᛫,N,flēke,ME,,
fleem,,᛫ exile ᛫ an exile ᛫ an outcast ᛭ to outcast ᛫ to exile ᛫,N᛭V,flēme&flēmen,ME&ME,,
fleet,,᛫ a navy ᛫,N,~[flēot],NE,,
fleet,,᛫ a marshland creek ᛫ a marshland channel ᛫ a marshland ditch ᛫,N,~[flēot],NE,,
fleet,,᛫ to move quickly ᛫ to pass time rapidly ᛫ to fade away ᛫,V,~[flēotan],NE,,
fleet,,᛫ cream ᛭ to remove cream or scum from ᛫ to skim ᛫,N᛭V,flēte&flẹ̄ten,OE&ME,kin: flautir,
fleeting,,᛫ ephemeral ᛫ passing ( short-lived ),AJ,~,NE,,
fleetings,,᛫ curds from which cheese is made ᛫ thick cream which rises to the surface of boiling whey ᛫,N,~,NE,[EDD],
fleetlord,,᛫ an admiral ᛫,N,fleet+lord{sciphlāford},NE×2,,
fleettow,fleettoƿ,᛫ an admiral ᛫,N,fleet+tow,NE×2,by analogy with heretowa ᛫ or: fleettough,
flesher,flescer,᛫ a butcher ᛫,N,~,NE,,
fleshhame,fleschame,᛫ to incarnate ᛫ to become incarnate ᛫,V,flǣschamian,OE,,
fleshhamed,fleschamed,᛫ incarnate ᛫,AJ,flǣschamod,OE,,
fleshliness,flescliness,᛫ carnality ᛫,N,~,NE,,
fleshly,flesclig,᛫ carnal ᛫ sensual ᛫ having an actual physical appearance ᛫,AJ,~,NE,,
fleshy,flescig,᛫ plump ᛫,AJ,~,NE,,
fley,fleg,᛫ to scare [ᛏ] ᛫ to become scared ᛫,V,āflēgan,NE,kin: fly?; flee?,
flightcraft,fligtcraft,᛫ an airplane ᛫ an aeroplane ᛫,N,flight+craft,NE×2,,
flightfear,fligtfear,᛫ aerophobia ᛫,N,flight+fear,NE×2,,
flightfield,fligtfield,᛫ an airfield ᛫,N,flight+field,NE×2,calque: fleanfjild,
flightling,fligtling,᛫ a refugee ᛫,N,flight+ling,NE+NE,calque: vluchteling; Flüchtling,
flighty,fligtig,᛫ fickle ᛫ capricious ᛫ volatile ᛫ skittish ᛫ temperamental ᛫ mercurial ᛫,AJ,~,NE,[OED],
flintstone,,"᛫ any hard stone such as flint , quartz , granite , basalt ᛫",N,~,NE,,
flitch,flic,᛫ a slab of meat ( esp bacon ) ᛫ a slab of timber ᛫,N,~[flicche][flicce],NE,,
flite,,᛫ a quarrel ᛫ a dispute ᛫ an argument ᛭ to quarrel ᛫ to dispute ᛫ to argue ᛫ to contend ᛫,N᛭V,~,NE,,
flitecraft,,᛫ the art of dialectics ᛫ the art of arguing ᛫,N,flītcræft,OE,,
flitecraftly,flitecraftlig,᛫ dialectical ᛫ disputational ᛫,AJ,flītcræftlīc,OE,,
fliteful,,᛫ contentious ᛫,AJ,flītful,OE,,
flitem,,᛫ a lancet ᛫ a scalpel ᛫,N,flītme,OE,glossary word,
fliteyern,flitegern,᛫ a litigator ᛫,N,flītgeorn,OE,glossary word,
fliting,,᛫ a contention ᛫ a debate ᛫ a quarrel ᛫,N,flite+ing,NE×2,,
float,,᛫ a raft ᛫,N,~,NE,raft is Norse,
flone,,᛫ an arrow ᛫ a bolt ( for a crossbow ) ᛫ a dart ᛫ a bullet [ᚹ] ᛫ a projectile [ᚹ] ᛫,N,flōn[flān],ME,,
floodbank,,᛫ a levee ᛫,N,~,NE‹(NE+NE‹‹N),[OED] ᛫ un-Norse: floodstath,
flot,,᛫ water which can be sailed on ᛫,N,flot,OE,,
flow,floƿ,᛫ a flux ᛫,N,~,NE,,
flowsome,floƿsum,᛫ fluid ᛫,AJ,~,NE,[OED],
flowy,floƿig,᛫ fluid ᛫,AJ,~,NE,,
fluke,flook,᛫ a Pleuronectiformes fish ᛫,N,~[flōc],NE,,
flukeworm,flookƿurm,᛫ a parasitic worm ᛫,N,~,NE,,
flyer,flier,᛫ something that flies ᛫ a pilot ( of an aircraft ) ᛫ an airman ᛫ an aviator ᛫ an aviatrix ᛫ a leaflet ᛫ a pamphlet ᛫ a brochure ᛫,N,~,NE,[OED],
foalfoot,,᛫ a Tussilago farfara plant ᛫,N,~[fōlefọ̄t],NE,see: coltsfoot,
fob,,᛫ a little pocket for holding a watch ᛫ a pocket watch chain ᛫,N,~,NE‹HG,,
fodder,,᛫ food for livestock ᛫ inferior or readily available material used to supply a heavy demand ᛫,N,~,NE,,
foe,,᛫ an enemy ᛫,N,~,NE,,
foeman,,᛫ an adversary ᛫,N,~[fōman],NE,,
foeship,foescip,᛫ enmity ᛫ the opposite of friendship ᛫,N,~,NE,,
foken,,᛫ deceit ᛫ fraud ᛫ deceitfulness ᛫ guile ᛭ deceitful ᛫ false ᛫ fake ᛫,N᛭AJ,fōken&fācen,ME&OE,kin: fake?,
fokenful,,᛫ deceitful ᛫ fraudulent ᛫,AJ,fācenful,OE,,
fokentoken,,᛫ a false signal ᛫ a false sign ᛫ a false token ᛫ a misdirection ᛫,N,fācentācen,OE,,
fold,,᛫ earth ᛫ the Earth ᛫ the world ᛫ the people of the world ᛫ dry land ᛫,N,folde[folde],ME,,
fold,,᛫ a political party ᛫ a religious group ᛫ an ideological group ᛫ a fellowship ᛫,N,~,NE,,
fold,,᛫ a pen or an enclosure in a field for livestock ᛫ a religious community ᛫ a community ᛫,N,~[fōld][fald/falod],NE,,
foldway,foldƿag,᛫ the Earth ᛫,N,foldweg,OE,,
folk,,᛫ a people ᛫ people ᛫,N᛭V,~,NE,,
folk,,᛫ demo- ᛫,PREFIX,folc,OE,,
folkbale,,᛫ torment from the public ᛫ public backlash ᛫,N,folcbealo,OE,,
folkcouth,folkcooð,᛫ well-known ᛫ widely celebrated ᛫ popular ᛫,AJ,folccūþ,OE,,
folkdom,,᛫ a democracy ᛫,N,~,NE,invented by William Barnes,
folkish,folkisc,᛫ characteristic of ordinary people or traditional culture ᛫,AJ,~,NE,,
folkland,,᛫ public property ᛫,N,~,NE,,
folklore,,᛫ traditional customs tales sayings dances or art forms preserved among a people ᛫,N,~,NE,,
folkmear,,᛫ popular ᛫ folk-known ᛫,AJ,folcmǣre,OE,,
folkmoot,,᛫ an assembly of the people ᛫,N,~,NE,,
folkmorth,folkmorð,᛫ a genocide ᛫,N,folk+morth,NE+ME,calque: Völkermord,
folkname,,᛫ a demonym ᛫,N,folk+name,NE,,
folkrich,folkric,᛫ a democracy ᛫,N,folk+rīche,NE+ME,,
folkright,folkrigt,᛫ common law ᛫,N,folcriht,OE,,
folkshather,folkscaðer,᛫ people's tyrant ᛫ a villain ᛫,N,folcsceaþa,OE,or: folkscather (Norse influenced),
folkstow,folkstoƿ,᛫ a country place ᛫ a rustic place ᛫,N,folcstōw,OE,,
folktale,,᛫ a characteristically anonymous tale circulated orally among a people ᛫,N,~,NE,,
folktelling,,᛫ a census ᛫,N,folk+tell+ing,NE×3,calque: volkstelling,
folktilth,folktilð,᛫ pop-culture ᛫,N,folk+tilth,NE×3,,
folktow,folktoƿ,᛫ a popular lead ᛫ a chief ᛫ a chieftain ᛫,N,folctoga,OE,,
Folkwandering,Folkƿandering,᛫ the migrations of the Migration Period ᛫,N(P),~,NE,calque: Völkerwanderung,
folkway,folkƿag,᛫ a custom or belief common to members of a society or culture ᛫,N,~,NE,,
folkways,folkƿags,᛫ the customs of a community ( a culture ) ᛫,N,~,NE,,
follow after,folloƿ after,᛫ to succeed ᛫,V,~,NE,,
follower,folloƿer,᛫ a successor ᛫ an adherent ᛫ a pupil ᛫ a partisan ᛫,N,~,NE,,
following,folloƿing,᛫ ensuing ᛫,AJ,~,NE,,
followth,folloƿð,᛫ that which follows ᛫ a retinue ᛫ service of a follower ᛫,N,folgoþ,OE,,
folm,,᛫ a palm of a hand ᛫ a sole of a foot ( rare usage ? ) ᛫,N,folm&folm,ME&OE,,
fon,,᛫ a fool ᛫ a buffoon ᛭ to be foolish ᛫ to fool ᛫ to dupe ᛫,V,fǒnne&fǒnnen,ME‹?&ME‹?,kin: fond,
fond,,᛫ affectionate towards something ᛫ foolishly affectionate towards something ᛫ foolish ᛫ insipid ᛫,AJ,fǒnned,NE‹ME‹?,originally past participle of fǒnnen,
fondest,,᛫ a favourite ᛫ a beloved one ᛭ favourite ᛫,N᛭AJ,~,NE,,
fondle,fondel,᛫ to caress ᛫,V,~[fond],NE‹ME‹?,kin: fond,
fondness,,᛫ affection ᛫ dearness ᛫ endearment ᛫,N,~,NE,,
footadle,footadel,᛫ gout ᛫,N,fōtādl,OE,,
footbone,,᛫ a metatarsal ᛫,N,~,NE,,
footgoer,,᛫ a pedestrian ᛫,N,~,NE,,
footleech,footleec,᛫ a podiatrist ᛫,N,foot+leech,NE×2,,
footly,footlig,᛫ pedestrian ( some senses ) ᛫,AJ,fōtlic,OE,,
footman,,᛫ a foot soldier ᛫,N,~,NE,,
footmeal,,᛫ step by step ᛫,AV,~,NE,,
footmen,,᛫ infantry ᛫,N,~,NE,,
footspoor,,᛫ a footprint ᛫,N,fōtspor ,OE,kin: Fußspur; voetspoor,
footstick,,᛫ a ruler ᛫,N,foot+stick,NE+NE,modelled on yardstick,
footwelm,footƿelm,᛫ the sole of the foot ᛫,N,fōtwelm,OE,,
for,,᛫ because of ᛫ for the sake of ᛫ because ᛫,P,~,NE,,
for eld,,᛫ for ages ᛫,AV,for ēlde,ME,,
for that,þat,᛫ because ᛫,AV&C,for that,ME,"or: forthat ᛫ to say ""because of"" say ""along of"" or ""owing to""",
forane,,᛫ beforehand ( denoting anticipation or prevention ) ᛫,AV,forane,OE,"was used with gēan, ongēan, and tōgēanes to mean ""against""",
forbear,,᛫ to avoid ᛫ to abstain ᛫ to refrain when provoked ᛫ to decline ᛫,V,~,NE,,
forbearing,,᛫ forbearance ᛫,N,forbear+ing,NE×2,,
forbid,,᛫ to prohibit ᛫,V,~,NE,PST: forbade ᛫ PTCP: forbidden,
forbidden,,᛫ prohibited ᛫ verboten ᛫,AJ,~,NE,,
forbird,,᛫ forbearance ᛫ abstention ᛫,N,forbyrd,OE,"pretty much the noun equivalent of ""forbear""",
forbode,,᛫ a prohibition ᛫,N,forbōd[forbod],ME,,
forbond,,᛫ a federation ᛫,N,for+bond,NE×2,calque: verbond,
forbow,forbue,᛫ to avoid ᛫ to evade ᛫ to refrain from ᛫,V,forbǒuen[forbūgan],ME,,
forbraid,forbragd,᛫ to transform something for the worse ᛫ to corrupt ᛫ to pervert ᛫ to make monstrous ᛫,V,forbreiden[forbregdan],ME,,
forbuy,forbie,᛫ to bribe ᛫ to ransom a prisoner ᛫ to redeem ᛫,V,forbīen,ME,,
forby,forbi,᛫ in addition ᛭ past ᛫ near ᛫ besides ᛫,AV᛭P,~,NE,or: forbye,
forcouth,forcooð,᛫ despised ᛫ infamous ᛫,AJ,forcūþ,ME,,
ford,,᛫ a shallow spot in a river or stream ᛭ to wade across a ford ᛫,N᛭V,~,NE,,
fordeal,,᛫ to distribute ᛫,V,fordǣlan,OE,,
fordeem,,᛫ to condemn ᛫ to convict ᛫,V,fordēmen,ME,,
fordit,,᛫ to close up ᛫ to stop ᛫,V,forditten,ME,,
fordo,,᛫ to abolish ᛫ to annul ᛫ to cancel ᛫,V,~,NE,PST: fordid ᛫ PTCP: fordone,
fordraw,fordraƿ,᛫ to torture by stretching ᛫ to take away by force ᛫,V,fordrauen,ME,,
fordrench,fordrenc,᛫ to intoxicate ᛫,N,fordrenchen,ME,,
fordrive,fordrife,᛫ to drive away ᛫ to physically expel ᛫,V,fordriven,ME,,
fordwine,fordƿine,᛫ to fade away ᛫ to waste away ᛫ to decay ᛫ to dwindle ᛫,V,~,NE,,
fore,,᛫ the front ᛭ in front ᛫,N᛭P,~,NE,,
fore,,᛫ pre- ᛫ ante- ᛫,PREFIX,~,NE,see ere (prefix),
forebear,,᛫ an ancestor ᛫,N,~,NE,,
forebisen,,᛫ an example ( good or bad ) ᛫ a model ᛫ an exemplar ᛫ a template ᛫ an archetype ᛫ an allegory ᛫ an analogy [ᚹ] ᛭ to example ᛫,N᛭V,forebisen&forbisenen,ME&ME,,
forebode,,᛫ to predict ᛫ to foretell ᛫ to portend ᛫,V,~,NE,,
foreboder,,᛫ an oracle ᛫ a prophet ᛫,N,~,NE,,
foreboding,,᛫ an evil omen ᛭ ominous ᛫,N᛭AJ,~,NE,,
forebody,forebodig,᛫ the thorax ᛫,N,~,NE,,
forebook,,᛫ a prelude to a book or series of books ᛫ a preface ᛫,N,~,NE,,
forebrain,forebragn,᛫ the prosencephalon ᛫,N,~,NE,[MW],
forebusy,forebusig,᛫ to preoccupy ᛫,V,~,NE,,
forecast,,᛫ a prediction ᛭ to predict ᛫,N᛭V,~,NE‹(E+N),,
forecaster,,᛫ a predictor ᛫,N,~,NE‹(E+N+E),,
forecoming,forecumming,᛫ an advent ᛭ preceding ᛫,N᛭AJ,~,NE,,
forecool,,᛫ to precool ᛫,V,fore+cool,NE×2,by analogy of: preheat,
fored,,᛫ broken ᛫,AJ,forod,OE,rhyme: horrid ᛫ what verb does this word come from?,
foredeal,,᛫ advantage ᛫,N,~[fōredēl],NE,,
foredeem,,᛫ to expect ᛫ to assume ᛫,V,~,NE,,
foredoom,,᛫ prejudice ᛭ to judge beforehand ᛫,N᛭V,fore+doom,NE×2,,
foredoor,,᛫ a front door ᛫,N,~,NE,,
forefang,,᛫ to anticipate ᛫ to take beforehand ᛫,V,fōrefōn,OE,,
forefather,forefaðer,᛫ a male ancestor ᛫,N,~,NE,,
forefeeling,,᛫ presentiment ᛫,N,~,NE,,
forefighter,forefigter,᛫ a vanguard ᛫,N,forefightere,ME,,
forefinger,,᛫ the index finger ᛫ the pointer finger ᛫,N,~,NE,"see ""shotfinger""",
foreflood,,᛫ antediluvian ᛫ before the Biblical flood ᛫,AJ,fore+flood,NE×2,calque,
foreganger,,᛫ a predecessor ᛫ a herald ᛫,N,foreganger,ME,,
foregate,,᛫ a main entrance ᛫ a front gate ᛫,N,~,NE,,
forego,,᛫ to precede ᛫,V,~,NE,"often found in the saying ""foregone conclusion""",
foregoer,,᛫ a predecessor ᛫,N,~,NE,,
foregoing,,᛫ preceding ᛫,AJ,~,NE,,
foregone,,᛫ past ᛫,AJ,~,NE,,
foreguess,foregess,᛫ conjecture ᛫ an assumption ᛭ to assume ᛫,N᛭V,~,NE,,
foregut,,᛫ the anterior part of the alimentary canal of an embryo from the mouth to the duodenum ᛫,N,~,NE,,
forehand,,᛫ the chief part ᛫ an advantage ᛫,N,~,NE,,
forehanded,,᛫ prudent ᛫,AJ,~,NE,,
foreheadbone,,᛫ a frontal bone ᛫,N,~,NE,,
forehouse,forehuse,᛫ a foyer ᛫,N,~,NE,,
forekidney,forekidneg,᛫ the pronephros ᛫,N,~,NE,,
foreknow,foreknoƿ,᛫ to know beforehand ( esp through supernatural means ) ᛫,V,~,NE,,
foreknowledge,foreknoƿledg,᛫ prescience ᛫ foresight ᛫ precognition ᛫,N,~,NE,,
foreland,,᛫ a cape ᛫ a promontory ᛫,N,~,NE,,
forelock,,᛫ a lock of hair growing just above the forehead ᛫,N,~,NE,,
forelook,,᛫ a preview ᛭ to preview ᛫,N᛭V,~,NE,,
foremake,,᛫ to prefabricate ᛫,V,~,NE,,
foreman,,᛫ a taskmaster ᛫ a supervisor of work ᛫ a honcho ᛫ a boss ᛫,N,~,NE,,
foremost,,᛫ paramount ᛫,AJ,~,NE,,
foremother,foremoðer,᛫ a female ancestor ᛫,N,~,NE,[MW],
forename,,᛫ a pronoun ᛫,N,fōrenama,OE,,
forenamed,,᛫ previously named ᛫ aforementioned ᛫,AJ,~,NE,,
foreneed,,᛫ prerequisite ᛫,N,fore+need,NE×2,,
forenight,forenigt,᛫ the early part of the evening ᛫,N,~,NE,[CED],
foreowned,foreoƿned,᛫ pre-owned ᛫,AJ,~,NE,,
foreridle,foreridel,᛫ one who rides ahead ᛫ a precursor ᛫ a harbinger ᛫,N,forridel,ME,,
forerun,,᛫ to run before ᛫ to come before as a token of something to follow ᛫,V,~,NE,,
forerunner,,᛫ a predecessor ᛫ a precursor ᛫,N,~,NE,,
foresee,,᛫ to predict ᛫ to anticipate ᛫,V,~,NE,,
foreseen that,þat,᛫ provided that ᛫,C,fōrsẹ̄n that,ME,,
foreset,,᛫ to prepose ᛫,V,foresetten,ME,,
foresetting,,᛫ a proposal ᛫ a proposition ᛫ a preposition ( grammatical term ) ᛫,N,fōresetnes,OE,,
foreshadow,forescadoƿ,᛫ to presage ᛫,V,~,NE,,
foreship,forescip,᛫ the forward part of a ship ᛫ the prow ᛫,N,forship,ME,,
foreshow,forescoƿ,᛫ to show before ᛫ to give warning or promise of ᛫,V,~,NE,,
foresight,foresigt,᛫ the ability to predict what will happen or be needed in the future ᛫ an act of looking forwards ᛫,N,~,NE,,
foresitter,,᛫ a president ᛫,N,fore+sit+er,NE×3,calque: Vorsitzende; Forseti,
foresmack,,᛫ a foretaste ᛫ a sample ᛫,N,~,NE,,
forespeak,,᛫ to foretell ᛫ to predict ᛫,V,~,NE,,
forespeech,forespeec,᛫ a preface ᛫ a preamble ᛫,N,~,NE,,
forestall,,᛫ to obstruct ᛫ to prevent ᛫,V,~,NE,,
forestear,,᛫ prehistory ᛫,N,fore+stǣr,NE+OE‹I‹H,,
forestighting,forestigting,᛫ predestination ᛫,N,forestihtung,OE,,
foreswayed,foresƿaged,᛫ swayed beforehand ᛫ biased ᛫,AJ,fore+sway+ed,NE×3,,
foretale,,᛫ a prologue ᛫ a prediction ᛫,N,~,NE,,
foretell,,᛫ to predict ᛫,V,~,NE,,
forethink,foreþink,᛫ to premeditate ᛫,V,~,NE,,
forethought,foreþougt,᛫ a thinking out beforehand ᛫ anticipation ᛫ premeditation ᛭ premeditated ᛫,N᛭AJ,~,NE,var: aforethought,
foretoken,,᛫ a presage ᛫ an omen ᛫ a prognostic ᛫,N,~,NE,,
foretooth,foretooð,᛫ an incisor ᛫ a front tooth ᛫,N,~,NE,,
foreward,foreƿard,᛫ a scout ᛫ an explorer ᛫,N,foreweard,OE,,
forewarm,foreƿarm,᛫ to preheat ᛫,V,~,NE,,
forewit,foreƿit,᛫ precaution ᛫ prudence ᛫,N,~,NE,,
foreword,foreƿord,᛫ a preface ᛫ an introduction ( in a document ) ᛫,N,~,NE,,
forework,foreƿork,᛫ a fortifying structure erected for defense ᛫,N,~,NE,,
forfare,,᛫ to perish ᛫ to go to ruin ᛫ to go astray ᛫ to stray ᛫,V,forfāren,ME,,
forgather,forgaðer,᛫ to assemble ᛫ to gather together [ᚾ] ᛫,V,~,NE,[MW],
forgiveness,forgifness,᛫ remission ᛫,N,~,NE,un-Norse: foryeaveness/forgeefeness,
forgivenly,forgifenlig,᛫ dative ( grammar) ᛫,AJ,forgifendlīc,OE,un-Norse: foryeavendly/forgeefendly,
forgo,,᛫ to go or do without ᛫ to refrain from ᛫,V,~,NE,,
forhadness,,᛫ abstinence ( esp food or drink ) ᛫,N,forhæfednes,OE,[MEC] ᛫ kin: forhabben,
forhave,forhaf,᛫ to restrain someone from something ᛫ to abstain ᛫,V,forhabban,OE,[MEC] ᛫ kin: forhæfedness,
forhew,forheƿ,᛫ to slash into pieces ᛫ to kill by cutting ᛫,V,forheuen,ME,,
forhow,forhoƿ,᛫ to despise ᛫ to reject ᛫ to treat with contempt ᛫ to disregard ᛫,V,forhouen[forhogian/forhycgan],ME,,
forked cap,,᛫ a mitre / a miter ᛫,N,forked cappe,ANE‹(NE+NE‹‹I),[OED],
forleese,,᛫ to abandon ᛫ to forfeit ᛫ to lose something ᛫ to desert ᛫ to damn ᛫,V,forlēsen,ME,PST: forlore ᛫ PTCP: forlorn,
forlet,,᛫ to desert ᛫ to forsake ᛫ to neglect ᛫ to abandon ᛫ to reject ᛫ to leave ᛫ to depart ᛫,V,~,NE,PST: forlet ,
forlie,,᛫ to rape ᛫ to fornicate ᛫,V,forlien,ME,,
forlier,,᛫ adultery ᛫ fornication ᛫ an adulterer ᛫ an adulteress ᛫ a fornicator ᛭ adulterous ᛫,N᛭AJ,forliger,OE,,
forlorn,,᛫ abandoned ᛫ deserted ᛫,AJ,~,NE,"from the verb ""forleese""",
form,,᛫ original ᛫ primal ᛫,AJ,forme,ME,,
formfather,formfaðer,᛫ the first father of something ᛫ a progenitor ᛫,N,formefader,ME,,
formly,formlig,᛫ originally ᛫ primally ᛫,AV,forme+ly,ME+NE,,
formmother,formmoðer,᛫ the first mother of something ᛫ a progenitrix ᛫,N,formemoder,ME,,
forn,,᛫ previous ᛫ former ᛭ formerly ᛫ previously ᛭ before ( in space or in time ) ᛫,AJ᛭AV᛭P,forne[forn],ME,,
fornigh,fornige,᛫ very nearly ᛫ almost ᛫,AV,forneh[fornēah],ME,,
fornim,,᛫ to remove ᛫ to deprive ᛫ to plunder ᛫ to ransack ᛫ to seize ᛫,V,fornimen&forniman,ME&OE,,
fornumb,,᛫ deprived of vigour ᛫ sluggish ᛫,AJ,fornome,ME,,
forold,,᛫ to become feeble or decrepit with age ᛫ to go or make out of date [ᚹ] ᛫ to become or make obsolete [ᚹ] ᛫,V,forōlden,ME,,
forolded,,᛫ feeble or decrepit with age ᛫ obsolete [ᚹ] ᛫ outdated [ᚹ] ᛫ out of date [ᚹ] ᛫,AV,forolded,ME,,
forqueath,forcƿeað,᛫ to deny ᛫ to repudiate ᛫ to reject ᛫,V,forquēthen[forcweþan],ME,,
forread,,᛫ to betray ᛫ to lead astray ᛫,V,forreden,ME,,
forsake,,᛫ to abandon ᛫ to desert ᛫,V,~,NE,PST: forsook ᛫ PTCP: forsaken,
forsaken,,᛫ abandoned ᛫ deserted ᛫,AJ,~,NE,,
forsay,forsag,᛫ to renounce ᛫,V,~,NE,[CED],
forsench,forsenc,᛫ to submerge ᛫,V,forsenchen,ME,,
forshape,forscape,᛫ to transform or to metamorphose something ( usually for the worse ) ᛫ to distort ᛫ to disfigure ᛫ to degrade ᛫,V,forshāpen,ME,,
forslack,,᛫ to neglect ᛫ to be neglectful ᛫,V,~,NE,[CED],
forslow,forsloƿ,᛫ to procrastinate ᛫ to put off ᛫ to delay ᛫,V,~,NE,[MW],
forsooth,forsooð,᛫ indeed ᛫,AV,~,NE,,
forspeak,,᛫ to bewitch ᛫ to cast a bad spell over ᛫ to renounce ᛫,V,~,NE,,
forspend,,᛫ to exhaust ᛫,V,~,NE,PST&PTCP: forspent,
forspent,,᛫ exhausted ᛫ fatigued ᛫,AJ,~,NE,[MW],
forspill,,᛫ to destroy ᛫ to waste ᛫ to demolish ᛫,V,forspillen&forspillan,ME&OE,,
forstand,,᛫ to stand up for ᛫ to defend ᛫ to protect ᛫,V,forstandan&fōrstandan,OE&OE,,
forstop,,᛫ to stop completely ᛫ to smother ᛫ to block ᛫,V,forstoppen,ME,,
forswear,forsƿear,᛫ to reject upon oath ᛫ to renounce ᛫ to abjure ᛫,V,~[forswēren],NE,,
forswink,forsƿink,᛫ to exhaust by labour ᛫,V,~,NE,,
forswy,forsƿie,᛫ to keep silent ᛫ to be silent ᛫,V,forswīgian,OE,,
fortee,,᛫ to draw away to evil ᛫ to seduce ᛫,V,fortēn&fortēon,ME&OE,,
forth,forð,᛫ to advance ᛫ to proceed ᛫ to carry out ᛫ to promote ᛫ to aid or to assist in a task ᛫,V,fō̆rthen[forþian],ME,,
forthby,forðbi,᛫ past ᛫,AV,fō̆rthbī,ME,,
forthen,forðen,᛫ on that account ᛫ for that reason ᛫ consequently ᛫,AV&C,~,NE,,
forthfare,forðfare,᛫ to go forth ᛫ to die ᛫ to pass away ᛫,N᛭V,forthfare&fōrthfāren,ME,,
forthfill,forðfill,᛫ to enforce ᛫ to fulfil ᛫,V,forthfillen,ME,,
forthgang,forðgang,᛫ progress ᛫ a continuance ᛫ a procession ᛫,N,forthgang&forthgang,NE&ME,,
forthgo,forðgo,᛫ to proceed ᛫ to continue ᛫ to progress ᛫,V,forthgon[forþgān],ME,,
forthink,forðink,᛫ to regret ᛫ to rethink ᛫ to change one's mind ᛫,V,~,NE,[CED],
forthnim,forðnim,᛫ to take someone away ᛫ to remove ᛫ to take one's way ᛫ to leave ᛫,V,forthnimen,ME,,
forthput,forðput,᛫ to propose ᛫ to put forth ᛫,V,~,NE,,
forthright,forðrigt,᛫ unambiguous ᛫ unevasive ᛭ directly forward ᛫ immediately ᛫,AJ᛭AV,~,NE,[MW],
forthship,forðscip,᛫ progress ᛫,N,forþscype,OE,,
forthtee,forðtee,᛫ to draw forth ᛫ to quote ᛫ to cite ᛫,V,forthtēn,ME,,
forthward,forðƿard,᛫ an agreement ᛫ a contract ᛫ a treaty ᛫ a covenant ᛫ a pledge ᛫,N,fōrthwārd,ME,,
forthwiten,forðƿiten,᛫ past ᛫ goneby ᛫,AJ,forthwīten[forþgewīten],ME,,
forthwiten tide,forðƿiten,᛫ the past tense ᛭ of the past tense ᛫,N᛭AJ,forþgewīten tīd,OE,,
forthwith,forðƿiþ,᛫ immediately ᛫,AV,~,NE,,
fortnight,fortnigt,᛫ two weeks ᛫,N,~,NE,,
fortnightly,fortnigtlig,᛫ biweekly ᛭ every two weeks ᛫,AJ᛭AV,~,NE,,
fortread,,᛫ to trample ᛫,V,fortreden[fortredan],ME,PST: fortrod ᛫ PTCP: fortrodden,
fortylegs,fortigleggs,᛫ a centipede ᛫,N,forty-legs,NE‹(E+N),or: fortyshanks,
forwander,forƿander,᛫ to exhaust oneself by wandering ᛫,V,forwandren,ME,,
forwarry,forƿarrig,᛫ to hex ᛫ to curse something ᛫,V,forwarien,ME,,
forwhy,forhƿi,᛫ for the reason that ᛫ the reason why ᛫,AV,forwhy,ME,,
forwird,forƿird,᛫ destruction ᛫ perdition ᛫,N,forwī̆rd,ME,,
forwonder,forƿunder,᛫ to astonish ᛫,V,~,NE,,
forworth,forƿorð,᛫ to perish ᛫ to spoil ᛫ to degenerate ᛫,V,forwōrthen[forweorþan],ME,,
