adwell {"v":["allure","attract"]}
overlead {"v":["lead excessively","dominate","affront"]}
overclimb {"v":["climb over"]}
lofe {"n":["choice","opportunity","chance"],"v":["praise","commend","offer"]}
ungird {"v":["unbind","unload"]}
snape {"v":["check","chide","rebuke","reprimand"]}
mackly {"a":["seemly","comely","good-looking"],"r":["evenly","aptly","easily","moderately"]}
hidy {"a":["leathery"]}
wiln {"v":["wish","consent","resolve","yearn"]}
bedraw {"v":["draw aside","draw away","seduce","deceive"]}
bestep {"v":["step","walk"]}
betow {"v":["pull","lead","direct","apply"]}
hersum {"a":["obedient","pious"]}
blissom {"v":["be lustful"],"a":["lascivious","in heat"]}
adraw {"v":["withdraw"]}
tonguey {"a":["talkative","wordy","fluent","tongue-like"],"n":["French kissing"]}
freelage {"n":["privilege","property"],"a":["heritable"]}
mistrow {"v":["think wrongly","mistrust","doubt"]}
sley {"n":["Reed"],"v":["separate"]}
beclose {"v":["shut","imprison"]}
infang {"v":["capture","cheat","seize"]}
siccar {"a":["certain","secure"],"r":["certainly","securely"]}
tillow {"n":["Branch","twig","shoot"],"v":["spread","branch out","send forth shoots"]}
astand {"v":["arise","stop","persist","withstand"]}
atstand {"v":["stay","stop","resist"]}
atstunt {"v":["end","stop","stay","remain"]}
atend {"v":["kindle","catch fire"]}
atrine {"v":["touch","concern","befall"]}
glaum {"v":["grasp","search"]}
wacken {"a":["Watchful","Lively"]}
stave-rhyme {"n":["stave-rhyme"],"v":["stave-rhyme"]}
beride {"v":["beset","ride beside","ride upon"]}
bewave {"v":["shield","hide","lay wait for","overpower by means of some base stratagem"]}
yellow-red {"a":["orange"],"n":["orange"]}
blue-red {"a":["purple","crimson","consisting of blue and red"],"n":["purple","crimson"]}
nether- {"x":["low","inferiority"]}
netherward {"a":["bottom","lowly"],"r":["downward"]}
reyse {"v":["journey","travel"]}
slatter {"v":["be careless","be wasteful"]}
tath {"n":["dung","ground","grass"],"v":["manure"]}
steerless {"a":["rudderless","haphazard"]}
beturn {"v":["return","turn"]}
overleave {"v":["remain"]}
forburn {"v":["burn","consume"]}
forguilt {"v":["make guilty","forfeit by guilt","be guilty"]}
groop {"n":["trench","pen"],"v":["groove"]}
behedge {"v":["surround","define","plague","limit"]}
elt {"v":["knead","meddle","injure","soil","work"]}
forwork {"v":["overwork","exhaust"]}
beread {"v":["advise","inform","counsel","plan","deliberate"]}
pritch {"n":["sharp-pointed instrument","eelspear"],"v":["pierce","make holes in"]}
scaddle {"a":["Wild","Timid"]}
runish {"a":["runic","strange"]}
drinkle {"v":["drink","drench","drown","intoxicated"]}
dush {"v":["strike","fall","dash","move"]}
shool {"n":["spade"],"v":["move materials with a shovel","shuffle"]}
scrike {"v":["shriek","cry"]}
besteer {"v":["guide","steer","control"]}
sleck {"v":["slake","allay","quench","extinguish"]}
leaful {"a":["Faithful"]}
odal {"n":["heritable land","ownership of land"],"a":["relating to odal land"]}
infight {"v":["box"],"n":["internal battle"]}
-work {"x":["Denoting a craft involving a particular material, tool, or practitioner","Denoting a structure or work of art crafted chiefly from a given material","Denoting the structure or mechanism of a given object"]}
asweve {"v":["stupefy"]}
snelly {"r":["quickly","sharply","acutely","coldly","severely","tartly","curtly"]}
Romano-Germanic {"a":["civil"]}
God help someone {"x":["pity","threat"]}
wooze {"n":["wooziness"],"v":["soak"]}
glissy {"a":["shiny","glossy"]}
blart {"v":["cry out","wail","lamen","bleat","bellow","low"],"n":["loud noise","cry"]}
guilten {"v":["guilt","become guilty"]}
minnock {"n":["suck-up"],"v":["act or speak with affected niceness"]}
bring with {"v":["bring along"]}
Scandinavianist {"n":["supporter of Scandinavianism","specialist in Scandinavian studies"],"a":["Pertaining to Scandinavianism","Pertaining to Scandinavian studies"]}
cank {"n":["chat","gossip","cry","ill-humour"],"v":["gossip","gabble","cackle"]}
